lifetime_value,ltv_percentile,guest_id,generation,booking_channel,loyalty_tier,total_visits,party_composition,num_children,dietary_flag,room_revenue,amount
145019.98,0.442404007,G0327,Millennial,Direct,Silver,5,Couple,0,Vegetarian,142686.66,2333.32
144638.58,0.444073456,G0490,Gen X,Corporate,Gold,6,Group,0,None,142052.57,2586.01
144567.76,0.445742905,G0036,Boomer,Direct,Gold,10,Solo,0,None,140148.92,4418.84
144500.58,0.447412354,G0527,Millennial,Direct,Gold,5,Solo,0,Vegetarian,140470.88,4029.7
144342.76,0.449081803,G0039,Gen X,Direct,None,1,Family,3,Nut Allergy,141725.78,2616.98
142121.73,0.450751252,G0091,Gen Z,Direct,Gold,10,Group,0,Gluten-Free,137718.98,4402.75
139235.41,0.452420701,G0523,Millennial,OTA,None,2,Family,1,Dairy-Free,136583.45,2651.96
138448.36,0.454090150,G0135,Boomer,OTA,Silver,5,Solo,0,Dairy-Free,135963.01,2485.35
136234.01,0.455759599,G0469,Gen X,Direct,None,1,Family,1,Gluten-Free,134550.9,1683.11
135387.24,0.457429048,G0574,Gen X,Travel Agent,Silver,2,Family,3,Dairy-Free,133221.69,2165.55
134570.36,0.459098497,G0112,Millennial,OTA,None,1,Family,1,None,132907.32,1663.04
130190.3,0.460767947,G0555,Gen Z,Direct,None,2,Solo,0,None,128746.8,1443.5
129676.39,0.462437396,G0152,Boomer,OTA,Silver,5,Couple,0,None,126558.57,3117.82
129403.13,0.464106845,G0204,Gen X,Direct,Silver,2,Family,3,Vegetarian,126058.07,3345.06
128720.29,0.465776294,G0121,Boomer,Travel Agent,Silver,5,Group,0,Nut Allergy,125488.59,3231.7
128541.57,0.467445743,G0160,Gen Z,OTA,Silver,5,Couple,0,None,126332.19,2209.38
127316.34,0.469115192,G0532,Boomer,Direct,Gold,6,Solo,0,Halal,124142.67,3173.67
125734.18,0.470784641,G0042,Millennial,Corporate,Platinum,11,Solo,0,None,121079.42,4654.76
125093.48,0.472454090,G0069,Boomer,Direct,Gold,6,Couple,0,None,122089.46,3004.02
124381.43,0.474123539,G0210,Millennial,Travel Agent,None,2,Family,2,Gluten-Free,121957.8,2423.63
124109.54,0.475792988,G0010,Gen X,Direct,Silver,3,Solo,0,Kosher,121706.82,2402.72
124065.06,0.477462437,G0270,Gen Z,OTA,Gold,5,Couple,0,Halal,120744.8,3320.26
123482.72,0.479131886,G0361,Boomer,OTA,Silver,5,Solo,0,Vegetarian,121114.76,2367.96
123409.77,0.480801336,G0136,Gen Z,Corporate,Gold,5,Solo,0,Gluten-Free,120977.64,2432.13
122494.22,0.482470785,G0589,Gen X,Corporate,Silver,3,Family,2,Vegan,118112.4,4381.82
121727.42,0.484140234,G0510,Gen Z,Corporate,Gold,10,Solo,0,None,117555.67,4171.75
121050.4,0.485809683,G0218,Millennial,OTA,Silver,5,Couple,0,None,118002.92,3047.48
119408.28,0.487479132,G0516,Millennial,Corporate,Platinum,13,Solo,0,None,114985.93,4422.35
119132.8,0.489148581,G0465,Gen X,Direct,Platinum,8,Couple,0,None,114932.82,4199.98
118366.82,0.490818030,G0153,Millennial,Direct,Gold,10,Group,0,Vegan,114746.56,3620.26
117606.28,0.492487479,G0588,Millennial,Direct,Silver,5,Solo,0,Halal,115516.31,2089.97
115905.13,0.494156928,G0301,Boomer,OTA,Gold,6,Couple,0,None,112736.07,3169.06
115443.43,0.495826377,G0427,Gen X,OTA,None,1,Family,1,None,113174.88,2268.55
114657.04,0.497495826,G0390,Gen Z,Direct,Gold,8,Couple,0,None,110567.22,4089.82
113939.62,0.499165275,G0349,Millennial,Direct,Silver,5,Solo,0,Vegetarian,111325.4,2614.22
113726.35,0.500834725,G0174,Boomer,Travel Agent,Gold,7,Couple,0,Halal,110977.1,2749.25
112960.43,0.502504174,G0528,Boomer,Travel Agent,Gold,7,Group,0,Kosher,109340.37,3620.06
112284.02,0.504173623,G0307,Boomer,Corporate,Platinum,11,Couple,0,None,108068.45,4215.57
111129.22,0.505843072,G0241,Millennial,OTA,Gold,6,Solo,0,Vegetarian,108379.35,2749.87
109344.57,0.507512521,G0492,Millennial,OTA,None,1,Family,3,None,106580.88,2763.69
109114.97,0.509181970,G0344,Millennial,Direct,Gold,6,Group,0,Vegan,105778.77,3336.2
108481.12,0.510851419,G0345,Gen X,Travel Agent,Gold,8,Couple,0,None,105594.52,2886.6
107455.57,0.512520868,G0247,Millennial,Direct,None,2,Family,3,None,104835.3,2620.27
106755.73,0.514190317,G0568,Millennial,OTA,None,2,Family,3,None,103876.03,2879.7
106701.02,0.515859766,G0213,Millennial,OTA,Silver,3,Family,1,None,103582.11,3118.91
105433.5,0.517529215,G0451,Millennial,OTA,Silver,5,Solo,0,Dairy-Free,102983.3,2450.2
104739.99,0.519198664,G0051,Gen Z,OTA,None,2,Group,0,None,103752.94,987.05
104679.31,0.520868114,G0433,Millennial,Direct,Silver,5,Couple,0,Gluten-Free,102078.38,2600.93
103304.77,0.522537563,G0157,Gen Z,Corporate,Silver,4,Group,0,None,100927.48,2377.29
102415.36,0.524207012,G0137,Boomer,Corporate,Silver,2,Family,2,None,99791.14,2624.22
101310.25,0.525876461,G0567,Millennial,Direct,Silver,3,Couple,0,Gluten-Free,99399.760000000,1910.49
100796.06,0.527545910,G0022,Boomer,Direct,Gold,6,Solo,0,None,97973.510000000,2822.55
100759.73,0.529215359,G0435,Gen Z,Direct,Silver,5,Group,0,Vegan,98578.700000000,2181.03
100728.9,0.530884808,G0383,Boomer,Travel Agent,Silver,3,Couple,0,None,99237.920000000,1490.98
100444.76,0.532554257,G0001,Millennial,Direct,None,1,Family,1,Vegetarian,98706.300000000,1738.46
99786.110000000,0.534223706,G0332,Gen X,Direct,Silver,5,Solo,0,None,97597.180000000,2188.93
99714.040000000,0.535893155,G0406,Boomer,OTA,Gold,5,Solo,0,None,96732.740000000,2981.3
97837.59,0.537562604,G0482,Boomer,Corporate,Gold,8,Solo,0,None,95003.42,2834.17
96796.010000000,0.539232053,G0029,Millennial,OTA,Silver,4,Solo,0,Vegan,95065.640000000,1730.37
96055.410000000,0.540901503,G0515,Millennial,Direct,Gold,7,Couple,0,None,93404.820000000,2650.59
96047.000000000,0.542570952,G0328,Millennial,Direct,Gold,5,Solo,0,Vegan,93319.560000000,2727.44
95855.09,0.544240401,G0335,Millennial,OTA,None,1,Family,1,Kosher,94666.68,1188.41
94453.720000000,0.545909850,G0556,Boomer,Direct,Gold,5,Couple,0,None,91978.260000000,2475.46
94356.330000000,0.547579299,G0209,Millennial,OTA,None,2,Family,3,Halal,91613.800000000,2742.53
94059.460000000,0.549248748,G0170,Millennial,Direct,Silver,3,Group,0,Vegan,92214.810000000,1844.65
93995.780000000,0.550918197,G0366,Gen Z,OTA,Silver,5,Group,0,Vegetarian,91775.640000000,2220.14
93865.400000000,0.552587646,G0258,Boomer,Direct,Silver,3,Couple,0,Kosher,92586.240000000,1279.16
93684.450000000,0.554257095,G0571,Boomer,Direct,Silver,5,Group,0,Kosher,91622.890000000,2061.56
93383.930000000,0.555926544,G0476,Millennial,OTA,Gold,7,Solo,0,None,90356.160000000,3027.77
93121.250000000,0.557595993,G0478,Millennial,Corporate,None,2,Family,2,Dairy-Free,90478.080000000,2643.17
92954.330000000,0.559265442,G0139,Gen X,Direct,None,2,Family,1,Vegetarian,91035.720000000,1918.61
92322.810000000,0.560934891,G0401,Millennial,Direct,Silver,5,Solo,0,Dairy-Free,90504.800000000,1818.01
91138.710000000,0.562604341,G0208,Millennial,OTA,None,2,Family,1,None,89028.990000000,2109.72
91015.5,0.564273790,G0066,Millennial,Travel Agent,None,2,Group,0,None,90246.1,769.4
90626.34,0.565943239,G0336,Millennial,Direct,None,1,Family,3,Gluten-Free,89066.25,1560.09
90125.780000000,0.567612688,G0201,Boomer,Direct,Silver,2,Solo,0,None,88898.850000000,1226.93
89683.500000000,0.569282137,G0322,Gen X,Corporate,Gold,6,Solo,0,Vegan,87039.390000000,2644.11
89216.260000000,0.570951586,G0443,Gen X,Corporate,None,2,Family,2,Nut Allergy,86245.890000000,2970.37
87853.31,0.572621035,G0083,Millennial,Direct,Silver,3,Solo,0,None,86407.710000000,1445.6
86693.130000000,0.574290484,G0540,Gen X,Corporate,Silver,2,Family,2,None,83821.560000000,2871.57
86236.240000000,0.575959933,G0536,Gen X,Corporate,Platinum,11,Couple,0,None,83174.350000000,3061.89
85973.21,0.577629382,G0183,Millennial,OTA,None,1,Family,1,Vegetarian,84679.42,1293.79
85029.900000000,0.579298831,G0214,Boomer,Travel Agent,Gold,6,Group,0,None,81928.840000000,3101.06
84933.760000000,0.580968280,G0020,Boomer,Direct,Silver,4,Couple,0,None,83102.520000000,1831.24
84753.110000000,0.582637730,G0034,Gen X,Travel Agent,None,1,Family,3,Vegan,82465.620000000,2287.49
83525.65,0.584307179,G0396,Millennial,OTA,Silver,3,Couple,0,Halal,81731.28,1794.37
83388.41,0.585976628,G0549,Boomer,OTA,Silver,3,Solo,0,None,81433.680000000,1954.73
83333.530000000,0.587646077,G0449,Millennial,Direct,Gold,6,Couple,0,Nut Allergy,81104.880000000,2228.65
82913.160000000,0.589315526,G0028,Boomer,Corporate,Gold,8,Group,0,Gluten-Free,80075.870000000,2837.29
80909.950000000,0.590984975,G0262,Gen X,Corporate,Gold,7,Solo,0,Vegan,78518.430000000,2391.52
80339.030000000,0.592654424,G0030,Gen X,Direct,Silver,5,Solo,0,Nut Allergy,78717.520000000,1621.51
78773.02,0.594323873,G0495,Boomer,Direct,Silver,4,Solo,0,Nut Allergy,76940.08,1832.94
78390.130000000,0.595993322,G0016,Millennial,OTA,None,2,Group,0,Vegetarian,76852.330000000,1537.8
78134.75,0.597662771,G0158,Millennial,Corporate,Gold,6,Couple,0,Dairy-Free,75982.78,2151.97
78067.61,0.599332220,G0276,Gen X,Corporate,Silver,2,Family,2,Halal,74651.7,3415.91
76620.8,0.601001669,G0371,Boomer,Direct,Silver,4,Couple,0,None,74999.66,1621.14
76134.150000000,0.602671119,G0271,Gen X,Travel Agent,Silver,3,Couple,0,Vegetarian,74916.180000000,1217.97
76119.720000000,0.604340568,G0573,Boomer,OTA,Silver,4,Couple,0,Gluten-Free,74538.820000000,1580.9
75589.030000000,0.606010017,G0386,Millennial,Direct,Silver,3,Solo,0,None,74109.980000000,1479.05
75332.02,0.607679466,G0304,Boomer,Corporate,Gold,9,Group,0,None,72590.88,2741.14
74194.820000000,0.609348915,G0186,Millennial,OTA,None,1,Family,2,Vegetarian,72579.200000000,1615.62
74053.59,0.611018364,G0087,Gen X,OTA,Gold,5,Couple,0,Gluten-Free,72181.39,1872.2
74015.69,0.612687813,G0297,Millennial,Corporate,Gold,8,Couple,0,None,71224.51,2791.18
73659.81,0.614357262,G0517,Millennial,Direct,Silver,3,Group,0,Vegan,72250.23,1409.58
72924.290000000,0.616026711,G0099,Gen Z,Direct,Silver,4,Group,0,Nut Allergy,71666.340000000,1257.95
72782.05,0.617696160,G0363,Boomer,Direct,Silver,4,Couple,0,None,71128.06,1653.99
72566.020000000,0.619365609,G0398,Gen X,Direct,None,1,Couple,0,Dairy-Free,72025.940000000,540.08
72263.07,0.621035058,G0249,Millennial,OTA,None,2,Family,3,Halal,69467.34,2795.73
72251.520000000,0.622704508,G0472,Millennial,Direct,Gold,7,Couple,0,None,69540.900000000,2710.62
72118.5,0.624373957,G0058,Gen X,Corporate,None,2,Family,2,Gluten-Free,70023.06,2095.44
71677.86,0.626043406,G0032,Boomer,Direct,Silver,5,Couple,0,None,69592.88,2084.98
70945.62,0.627712855,G0400,Gen Z,OTA,None,1,Solo,0,None,69895.98,1049.64
70172.19,0.629382304,G0104,Millennial,OTA,Silver,4,Couple,0,Gluten-Free,67930.55,2241.64
69723.33,0.631051753,G0041,Boomer,OTA,None,1,Family,1,None,68641.65,1081.68
69184.04,0.632721202,G0227,Millennial,OTA,None,1,Family,1,None,68192.24,991.8
68569.47,0.634390651,G0440,Millennial,Direct,None,2,Solo,0,None,67600.98,968.49
67998.04,0.636060100,G0162,Millennial,OTA,Silver,5,Solo,0,None,65859.6,2138.44
66430.420000000,0.637729549,G0419,Gen X,Direct,Silver,3,Couple,0,None,64741.180000000,1689.24
64830.050000000,0.639398998,G0436,Millennial,Direct,Silver,4,Solo,0,None,63138.360000000,1691.69
64606.05,0.641068447,G0319,Millennial,Corporate,Gold,5,Group,0,Nut Allergy,62580.4,2025.65
63982.19,0.642737896,G0343,Gen Z,OTA,None,2,Group,0,None,62865.05,1117.14
63755.23,0.644407346,G0351,Millennial,Corporate,None,1,Family,2,None,62348.000000000,1407.23
62651.77,0.646076795,G0477,Millennial,OTA,Silver,4,Solo,0,Nut Allergy,61162.33,1489.44
62298.65,0.647746244,G0368,Boomer,Direct,None,1,Couple,0,None,61758.4,540.25
62284.54,0.649415693,G0415,Gen X,Corporate,Gold,8,Solo,0,Vegan,59776.42,2508.12
61826.980000000,0.651085142,G0309,Millennial,OTA,None,2,Solo,0,Vegetarian,60511.280000000,1315.7
61062.78,0.652754591,G0011,Gen X,Travel Agent,Silver,3,Solo,0,None,59580.99,1481.79
60816.590000000,0.654424040,G0245,Gen X,OTA,None,2,Couple,0,None,59649.480000000,1167.11
60778.01,0.656093489,G0200,Gen X,OTA,None,1,Family,1,Vegan,59191.75,1586.26
59964,0.657762938,G0009,Millennial,OTA,None,2,Couple,0,None,59097.2,866.8
59844.240000000,0.659432387,G0086,Gen X,OTA,None,1,Family,1,Vegetarian,58611.850000000,1232.39
59744.86,0.661101836,G0457,Gen X,Direct,Gold,6,Group,0,Dairy-Free,56751.13,2993.73
58737.55,0.662771285,G0498,Gen X,Travel Agent,None,1,Couple,0,None,58122,615.55
58345.07,0.664440735,G0596,Gen X,Corporate,Gold,9,Solo,0,None,55555.43,2789.64
58343,0.666110184,G0598,Gen X,Direct,Silver,2,Couple,0,None,57165.57,1177.43
57764.93,0.667779633,G0526,Millennial,OTA,None,2,Solo,0,Halal,56488.32,1276.61
57683.31,0.669449082,G0575,Millennial,OTA,None,1,Family,1,Vegetarian,56079.36,1603.95
57270.72,0.671118531,G0563,Boomer,OTA,Silver,3,Solo,0,Vegetarian,55936.500000000,1334.22
57015.1,0.672787980,G0019,Gen Z,Direct,Silver,4,Couple,0,None,55704.54,1310.56
56220.5,0.674457429,G0586,Gen Z,Direct,None,1,Solo,0,Vegetarian,55455.68,764.82
55650.520000000,0.676126878,G0235,Millennial,Direct,None,2,Couple,0,None,54783.540000000,866.98
55244.72,0.677796327,G0511,Gen Z,Corporate,Gold,4,Solo,0,None,53633.76,1610.96
54949.73,0.679465776,G0145,Boomer,Corporate,Silver,5,Couple,0,None,53407.32,1542.41
54518.450000000,0.681135225,G0296,Millennial,OTA,None,1,Family,3,None,52580.600000000,1937.85
54444.98,0.682804674,G0502,Boomer,Direct,None,1,Family,1,None,53186,1258.98
53366.36,0.684474124,G0172,Boomer,Direct,Gold,6,Couple,0,Dairy-Free,51042.45,2323.91
53057.04,0.686143573,G0219,Boomer,Direct,Silver,4,Couple,0,None,51645.42,1411.62
53011.27,0.687813022,G0380,Millennial,Corporate,None,1,Family,1,Gluten-Free,52193.4,817.87
52874.31,0.689482471,G0590,Gen X,Direct,Silver,2,Group,0,None,52105.08,769.23
52301.03,0.691151920,G0263,Gen X,Corporate,Silver,3,Solo,0,None,51430.31,870.72
51896.36,0.692821369,G0199,Gen X,Corporate,None,1,Family,2,Vegan,50767.44,1128.92
51869.760000000,0.694490818,G0192,Gen X,OTA,None,2,Family,2,Halal,50210.160000000,1659.6
51791.570000000,0.696160267,G0217,Gen X,Corporate,Gold,7,Couple,0,None,50004.590000000,1786.98
51421.33,0.697829716,G0261,Boomer,Travel Agent,Silver,2,Solo,0,None,50466.24,955.09
51368.84,0.699499165,G0265,Millennial,Travel Agent,Gold,6,Couple,0,None,49661.46,1707.38
50986.89,0.701168614,G0553,Boomer,Direct,Silver,2,Solo,0,Vegetarian,50026.62,960.27
50930.47,0.702838063,G0382,Millennial,OTA,None,2,Couple,0,Vegetarian,50131.2,799.27
50556.14,0.704507513,G0480,Gen Z,Direct,Silver,5,Solo,0,Halal,48988.85,1567.29
50074.48,0.706176962,G0379,Millennial,Direct,None,1,Solo,0,Vegetarian,49570.28,504.2
49544.730000000,0.707846411,G0505,Gen X,Corporate,Silver,4,Solo,0,None,48349.120000000,1195.61
49251.930000000,0.709515860,G0198,Gen Z,OTA,Silver,5,Couple,0,Halal,47632.800000000,1619.13
48552.66,0.711185309,G0562,Millennial,OTA,Silver,3,Solo,0,None,47319.92,1232.74
48148.97,0.712854758,G0216,Boomer,Corporate,Gold,4,Solo,0,Dairy-Free,46726.02,1422.95
47212.51,0.714524207,G0298,Gen Z,OTA,None,1,Couple,0,Nut Allergy,46675.02,537.49
46886.190000000,0.716193656,G0277,Gen Z,OTA,None,2,Couple,0,Nut Allergy,45751.980000000,1134.21
46597.12,0.717863105,G0202,Gen Z,OTA,None,2,Solo,0,Nut Allergy,45795.2,801.92
45640.28,0.719532554,G0509,Boomer,Corporate,Silver,5,Group,0,Gluten-Free,44100.78,1539.5
45230.53,0.721202003,G0090,Millennial,OTA,Silver,5,Solo,0,None,43850.33,1380.2
44421,0.722871452,G0226,Gen X,OTA,None,2,Couple,0,Gluten-Free,43335.3,1085.7
44348.14,0.724540902,G0095,Gen X,Direct,None,2,Solo,0,Dairy-Free,43954.86,393.28
44079.52,0.726210351,G0595,Millennial,OTA,None,2,Couple,0,Vegetarian,43292.08,787.44
43554.41,0.727879800,G0430,Boomer,Travel Agent,Gold,5,Solo,0,None,42022.87,1531.54
43266.01,0.729549249,G0421,Millennial,OTA,None,1,Family,3,Gluten-Free,42103.56,1162.45
43055.430000000,0.731218698,G0118,Gen Z,Corporate,Gold,7,Group,0,Halal,41075.620000000,1979.81
43029.83,0.732888147,G0116,Gen X,OTA,None,1,Family,1,None,42231.8,798.03
42515.16,0.734557596,G0474,Millennial,OTA,Silver,3,Couple,0,None,41532.62,982.54
42245.07,0.736227045,G0043,Boomer,OTA,None,1,Couple,0,None,41539.61,705.46
41813.37,0.737896494,G0543,Millennial,OTA,Silver,4,Solo,0,Nut Allergy,40226.9,1586.47
41776.6,0.739565943,G0402,Gen X,OTA,None,2,Couple,0,Gluten-Free,41088.14,688.46
41756.170000000,0.741235392,G0238,Boomer,Corporate,None,1,Family,1,Gluten-Free,40502.4,1253.77
41513.09,0.742904841,G0117,Gen X,OTA,None,1,Family,3,Gluten-Free,40657.08,856.01
41329.05,0.744574290,G0272,Gen X,Direct,Silver,4,Couple,0,None,39986.52,1342.53
40726.92,0.746243740,G0168,Millennial,OTA,Silver,3,Group,0,Dairy-Free,39086.94,1639.98
40646.42,0.747913189,G0065,Boomer,Direct,None,1,Couple,0,None,40021.74,624.68
40144.82,0.749582638,G0341,Millennial,Corporate,None,1,Couple,0,Vegan,39614.4,530.42
39693.84,0.751252087,G0578,Millennial,OTA,None,2,Couple,0,None,38680.93,1012.91
38812.83,0.752921536,G0425,Gen Z,OTA,None,2,Solo,0,None,38171.38,641.45
38288.28,0.754590985,G0014,Gen Z,OTA,Silver,3,Solo,0,None,37148.64,1139.64
37085.89,0.756260434,G0294,Boomer,Travel Agent,Silver,3,Solo,0,None,36166.48,919.41
36723.25,0.757929883,G0096,Boomer,Direct,None,2,Solo,0,Vegan,36131.78,591.47
36632.82,0.759599332,G0267,Gen Z,OTA,Silver,2,Couple,0,Vegetarian,35726.92,905.9
36601.8,0.761268781,G0397,Millennial,OTA,None,2,Group,0,None,35727.92,873.88
36551.85,0.762938230,G0114,Millennial,Corporate,None,2,Solo,0,Dairy-Free,36020.88,530.97
36061.21,0.764607679,G0063,Gen Z,Direct,None,2,Couple,0,None,34904.52,1156.69
35963.69,0.766277129,G0150,Millennial,OTA,None,1,Solo,0,None,35435.82,527.87
35536.08,0.767946578,G0050,Millennial,Direct,None,1,Family,3,None,34517.28,1018.8
35189.45,0.769616027,G0035,Millennial,OTA,Silver,4,Solo,0,Halal,34159.65,1029.8
34744.07,0.771285476,G0008,Boomer,Direct,None,1,Family,2,None,33849.6,894.47
34297.98,0.772954925,G0393,Gen X,Corporate,Gold,4,Group,0,None,33004.68,1293.3
34236.27,0.774624374,G0293,Gen X,OTA,None,1,Solo,0,Vegan,33759.6,476.67
34199.67,0.776293823,G0052,Gen X,Corporate,Gold,4,Couple,0,None,32787.6,1412.07
33396.23,0.777963272,G0256,Boomer,Direct,Silver,3,Couple,0,None,32838.69,557.54
33192.02,0.779632721,G0317,Millennial,Direct,None,1,Couple,0,None,32468.28,723.74
32944.43,0.781302170,G0141,Boomer,Corporate,Silver,5,Solo,0,None,31821.3,1123.13
32494.45,0.782971619,G0193,Millennial,OTA,Silver,2,Couple,0,Dairy-Free,31686.57,807.88
32087.7,0.784641068,G0557,Millennial,OTA,None,1,Group,0,None,31385.83,701.87
30822.99,0.786310518,G0583,Millennial,Direct,None,1,Solo,0,Dairy-Free,30443.25,379.74
30176.13,0.787979967,G0085,Millennial,OTA,None,1,Family,3,None,29276.52,899.61
29790.22,0.789649416,G0541,Gen X,Corporate,Gold,6,Couple,0,Vegan,27697.03,2093.19
29360.96,0.791318865,G0142,Gen Z,Travel Agent,None,2,Solo,0,None,28673.56,687.4
28593.53,0.792988314,G0108,Gen Z,OTA,None,2,Solo,0,None,28025.99,567.54
28476.47,0.794657763,G0127,Millennial,OTA,None,2,Group,0,Halal,27769.11,707.36
28261.79,0.796327212,G0315,Gen X,OTA,Silver,4,Couple,0,None,27142.94,1118.85
27896.24,0.797996661,G0333,Millennial,OTA,None,2,Couple,0,Gluten-Free,27162.9,733.34
27513.53,0.799666110,G0107,Gen X,Corporate,Silver,5,Couple,0,Vegetarian,26456.26,1057.27
27198.54,0.801335559,G0279,Gen Z,OTA,None,2,Group,0,None,26529.4,669.14
27021.19,0.803005008,G0600,Millennial,OTA,None,2,Group,0,Dairy-Free,26476.88,544.31
26876.66,0.804674457,G0501,Millennial,Corporate,None,2,Couple,0,None,26047.23,829.43
26231.39,0.806343907,G0224,Millennial,OTA,None,2,Solo,0,Vegan,25465.92,765.47
25006.41,0.808013356,G0303,Millennial,OTA,None,1,Group,0,Nut Allergy,24477.6,528.81
24209.66,0.809682805,G0572,Gen X,Direct,None,2,Solo,0,Dairy-Free,23219.42,990.24
24185.67,0.811352254,G0097,Millennial,Corporate,Silver,2,Couple,0,Dairy-Free,23403.96,781.71
23947.25,0.813021703,G0447,Gen Z,OTA,None,2,Group,0,None,23257.18,690.07
23894.5,0.814691152,G0522,Boomer,OTA,Silver,3,Solo,0,None,22506.56,1387.94
23735.26,0.816360601,G0253,Millennial,OTA,None,2,Group,0,None,22938.54,796.72
23694.34,0.818030050,G0285,Gen Z,Direct,None,2,Solo,0,None,23077.04,617.3
23623.39,0.819699499,G0074,Millennial,Corporate,None,1,Couple,0,Vegetarian,23021,602.39
23569.37,0.821368948,G0027,Millennial,OTA,None,1,Group,0,None,23020.8,548.57
23337.49,0.823038397,G0278,Millennial,OTA,None,1,Solo,0,Vegetarian,22842,495.49
23283.74,0.824707846,G0420,Gen Z,OTA,None,1,Couple,0,Vegetarian,22667.19,616.55
23175.29,0.826377295,G0342,Gen Z,Direct,None,1,Group,0,None,22895,280.29
23022.4,0.828046745,G0300,Gen X,Corporate,Silver,3,Couple,0,None,22070.62,951.78
22945.24,0.829716194,G0599,Millennial,Corporate,None,2,Couple,0,None,22443.96,501.28
22935.81,0.831385643,G0429,Gen X,Direct,None,1,Solo,0,None,22555.68,380.13
22664.86,0.833055092,G0236,Boomer,Corporate,Silver,4,Solo,0,Halal,21381.32,1283.54
22601.41,0.834724541,G0318,Gen Z,OTA,None,2,Solo,0,None,22175.01,426.4
22433.68,0.836393990,G0535,Gen X,Direct,None,1,Group,0,Dairy-Free,22044.96,388.72
22386.55,0.838063439,G0229,Gen Z,OTA,Silver,3,Couple,0,None,21457.09,929.46
22373.67,0.839732888,G0473,Gen X,OTA,None,1,Couple,0,None,22088.64,285.03
21943.53,0.841402337,G0311,Gen X,Travel Agent,None,2,Solo,0,Dairy-Free,21750.04,193.49
21480.95,0.843071786,G0273,Gen X,Corporate,Gold,5,Couple,0,Gluten-Free,20063.32,1417.63
21109.77,0.844741235,G0078,Gen X,Direct,Silver,2,Couple,0,Nut Allergy,20516.04,593.73
20830.46,0.846410684,G0537,Boomer,OTA,None,1,Solo,0,Kosher,20586.96,243.5
20604.04,0.848080134,G0163,Boomer,Direct,None,2,Couple,0,Vegan,20235.75,368.29
20476.28,0.849749583,G0167,Millennial,Corporate,Silver,2,Couple,0,Vegan,19966.71,509.57
19592.05,0.851419032,G0453,Gen Z,OTA,None,2,Group,0,Halal,19092.12,499.93
19483.95,0.853088481,G0314,Gen Z,OTA,None,1,Solo,0,None,18972.5,511.45
18967.38,0.854757930,G0089,Boomer,Corporate,None,2,Solo,0,Vegetarian,18515.46,451.92
18790.5,0.856427379,G0352,Millennial,Direct,None,2,Couple,0,Vegan,18046.78,743.72
18467.27,0.858096828,G0558,Gen X,Corporate,None,1,Family,1,Nut Allergy,17713.32,753.95
17459.73,0.859766277,G0507,Millennial,OTA,None,2,Solo,0,Kosher,17005.56,454.17
17343.75,0.861435726,G0384,Boomer,Direct,None,1,Couple,0,None,16641.45,702.3
17085.2,0.863105175,G0275,Gen X,Travel Agent,None,1,Couple,0,None,16631.84,453.36
16586.96,0.864774624,G0338,Gen X,Corporate,Gold,4,Couple,0,None,15816.63,770.33
16012.79,0.866444073,G0325,Gen X,OTA,None,2,Couple,0,Vegetarian,15540.6,472.19
15861.23,0.868113523,G0103,Millennial,OTA,None,1,Solo,0,None,15515.55,345.68
15616.19,0.869782972,G0461,Millennial,OTA,None,1,Group,0,Vegan,15116.4,499.79
15447.23,0.871452421,G0554,Gen Z,OTA,None,1,Couple,0,None,15072.48,374.75
15274.22,0.873121870,G0025,Boomer,OTA,None,1,Couple,0,None,14882,392.22
15097.03,0.874791319,G0378,Millennial,OTA,None,1,Group,0,Halal,14762.05,334.98
14491.62,0.876460768,G0053,Millennial,Corporate,Silver,2,Group,0,Vegetarian,13842.44,649.18
13818.13,0.878130217,G0534,Gen Z,OTA,None,2,Group,0,Vegan,13284,534.13
13468.06,0.879799666,G0464,Boomer,Direct,Silver,2,Couple,0,None,12810.55,657.51
13321.06,0.881469115,G0159,Boomer,Direct,None,2,Solo,0,None,12973.56,347.5
12742.04,0.883138564,G0156,Gen X,Corporate,Silver,3,Couple,0,None,12201.72,540.32
12562.94,0.884808013,G0546,Millennial,Corporate,Silver,3,Solo,0,Nut Allergy,12028.66,534.28
12322,0.886477462,G0120,Gen Z,OTA,None,1,Couple,0,None,12014.73,307.27
11946.25,0.888146912,G0444,Millennial,OTA,Silver,3,Solo,0,Gluten-Free,11295.89,650.36
11438.76,0.889816361,G0329,Gen X,Corporate,None,1,Couple,0,None,11028.04,410.72
11417.72,0.891485810,G0373,Gen X,Corporate,None,2,Couple,0,Halal,10958.31,459.41
11323.83,0.893155259,G0026,Boomer,OTA,Silver,2,Solo,0,None,10916.43,407.4
11025.28,0.894824708,G0356,Gen Z,Corporate,None,2,Solo,0,None,10629.12,396.16
10846.35,0.896494157,G0282,Boomer,OTA,None,1,Couple,0,Vegan,10598.01,248.34
10622.38,0.898163606,G0133,Gen X,OTA,None,2,Couple,0,None,10136.93,485.45
10589.53,0.899833055,G0049,Boomer,Direct,Silver,2,Solo,0,None,10211.7,377.83
10273.54,0.901502504,G0340,Millennial,OTA,Silver,2,Couple,0,None,9753,520.54
10042.98,0.903171953,G0067,Gen X,OTA,None,2,Couple,0,None,9427.32,615.66
9854.73,0.904841402,G0234,Gen Z,OTA,Silver,2,Group,0,Gluten-Free,9139.84,714.89
